20210126,福田区,梅林,房子满五唯一，精装修，地铁口物业，宜居，采光好。必看好房,248万,中楼层                                    (共7层)                                                                      | 1998年建 |                                1室1厅 | 35.14平米                                  | 东南 东,http://ke-image.ljcdn.com/110000-inspection/pc1_0kSwver7Z_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,复式格局，单价低，70年产权、距离莲花山400米,400万,高楼层                                    (共30层)                                                                      | 2002年建 |                                2室2厅 | 72.13平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_Gjw0RWISv.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,单价低，使用率高，看房方便，诚心出售,430万,低楼层                                    (共30层)                                                                      | 2002年建 |                                2室2厅 | 72.13平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_ak2JfUJzS.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,梅林一村十三区围合小高层 水库景观房 楼层好 精装修,920万,中楼层                                    (共18层)                                                                      | 1999年建 |                                3室1厅 | 97.03平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/0bbafe3c-ef20-46e7-90d0-7f0e0abf3132_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,一手精装，方正两房，9号线梅景站，车位充足！,645万,中楼层                                    (共46层)                                                                      | 2015年建 |                                2室1厅 | 51.52平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/pc1_0XU1Fw6lN.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,百兴苑 3室2厅 东 西,750万,中楼层                                    (共7层)                                                                      | 2000年建 |                                3室2厅 | 102.4平米                                  | 东 西,http://ke-image.ljcdn.com/110000-inspection/pc1_DqCU7Hrfs_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,虹湾南向 视野开阔 德系精装 自住保养好必看好房,760万,中楼层                                    (共46层)                                                                      | 2015年建 |                                3室2厅 | 66.83平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_UNI1ektTW.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,御锦公馆 1室0厅 东南,190万,高楼层                                    (共30层)                                                                      | 2013年建 |                                1室0厅 | 28平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_jgjDDa1oS_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,看房方便，户型方正实用，楼层佳，通风采光好,415万,高楼层                                    (共30层)                                                                      | 2002年建 |                                3室2厅 | 72.13平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_Omasv2UO0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,红本在手满五唯一，业主诚心出售,760万,高楼层                                    (共7层)                                                                      | 1997年建 |                                3室1厅 | 98.92平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_dZZ0AHgVo.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,梅林一村精装三房客厅出阳台，安静围合,920万,中楼层                                    (共9层)                                                                      | 1998年建 |                                3室1厅 | 95.66平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_FTZHj21kJ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,地铁口高楼层两房 卓悦汇商圈 白领集中之地 易出租,320万,低楼层                                    (共30层)                                                                      | 2013年建 |                                2室1厅 | 42.03平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/060f9d7e-054c-4b26-bb1c-6b4710a4db7f_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,精装中空复式 品质五房 看山景  业主诚心出售,1799万,低楼层                                    (共27层)                                                                      | 2010年建 |                                5室2厅 | 186.17平米                                  | 东 西,http://ke-image.ljcdn.com/110000-inspection/pc1_0AUwcdYNR.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,业主诚心出售，业主诚心出售。。,800万,高楼层                                    (共30层)                                                                      | 2015年建 |                                4室2厅 | 71.98平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_7mA5TXDWs_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,此房动静分离，电梯复式两房，业主诚心出售。,520万,高楼层                                    (共9层)                                                                      | 2003年建 |                                2室2厅 | 40.66平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_ZJnn6E2BF.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,地铁物业，卓悦汇，购物出行方便,450万,低楼层                                    (共30层)                                                                      | 2013年建 |                                3室1厅 | 66.65平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/pc1_3mqdPCNZj.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,绅宝花园顶楼三层复式，200万装修，业主诚心售卖！,2180万,高楼层                                    (共12层)                                                                      | 1999年建 |                                5室2厅 | 218.08平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/test-07e1af6f-99ff-4de1-853c-3421fb3470dc.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,梅林,低密度电梯小高层顶复，地铁口、大型商圈卓悦汇,1900万,高楼层                                    (共11层)                                                                      | 2007年建 |                                5室2厅 | 201.14平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_YSiGj9J6c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
