20210126,龙岗区,龙岗双龙,二加一房，中间楼层，厅出阳台，西南向必看好房,280万,中楼层                                    (共30层)                                                                      | 2015年建 |                                3室1厅 | 81.03平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_PabITpctO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,大5房 正地铁 高楼层南北通格局 采光通风佳 满二红本,600万,高楼层                                    (共31层)                                                                      | 2010年建 |                                5室1厅 | 143.97平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/test-7cef88f7-927c-4b2e-ab83-7131db52f669.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,佳兆业水岸新都 大社区 朝花园 安静看湖,430万,高楼层                                    (共6层)                                                                      | 2006年建 |                                4室1厅 | 121.53平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/test-cf31b398-6d14-4a52-9f6e-355d368129ab.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满五年经典朝南大三房  楼层好 采光佳   住家舒适,388万,高楼层                                    (共25层)                                                                      | 2007年建 |                                3室1厅 | 109.1平米                                  | 西,http://ke-image.ljcdn.com/440300-inspection/prod-a26a0c55-0aa3-4361-a0f1-323203d4b032.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,水岸新都 满五免个税 精装修洋房 红本在手 大阳台,360万,中楼层                                    (共6层)                                                                      | 2007年建 |                                3室2厅 | 92.68平米                                  | 东,http://ke-image.ljcdn.com/440300-inspection/prod-cd00f83d-02b4-4ab9-ac6a-816ee597dc31.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,此房满两年 业主诚信出售 房间和客厅都是朝南看花园,280万,中楼层                                    (共26层)                                                                      | 2008年建 |                                2室1厅 | 80.6平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-b1923e15-e01c-4e65-8b68-4cc40104e56b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,龙岗4房户型 业主诚心出售 通风采光好 朝南向。,455万,高楼层                                    (共30层)                                                                      | 2015年建 |                                4室1厅 | 119.57平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/prod-0dfe6f09-f400-450b-986d-f35ff729d172.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,满京华喜悦里 南联地铁口 4室2厅 业主诚心出售,560万,中楼层                                    (共31层)                                                                      | 2014年建 |                                4室2厅 | 112.24平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-1aefebfd-cf92-43ba-b7ce-0903108aafb0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,龙园印象正规小3房，看龙岗河采光通风好。。必看好房,306万,低楼层                                    (共18层)                                                                      | 2007年建 |                                3室2厅 | 64.88平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_GHsztrosv_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,房子满五年，业主好讲话，户型方正采光好,800万,中楼层                                    (共31层)                                                                      | 2014年建 |                                4室2厅 | 143.77平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_GVD1zs6XF.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,此房满五年，居家装修，中间楼层，采光好。,285万,中楼层                                    (共6层)                                                                      | 2004年建 |                                2室1厅 | 79.38平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_mBR5jMFpA_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,此房满两年 南北通透户型，电梯小高层，诚心出售,320万,中楼层                                    (共11层)                                                                      | 2006年建 |                                3室2厅 | 104.8平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_eASqXTC4T_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,公司名下物业  总价低，单价低，看房方便，毛坯,285万,高楼层                                    (共28层)                                                                      | 2008年建 |                                2室1厅 | 80.72平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_6KVcVCtVX.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,南联地铁站无缝接驳  楼下就是4层的商场  大两房朝南,335万,中楼层                                    (共31层)                                                                      | 2010年建 |                                2室1厅 | 82.22平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-cf2a3bca-5dea-409f-82e3-3a000c9dc7d8.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,锦龙名苑优质四房，公园大社区大花园必看好房,406万,低楼层                                    (共9层)                                                                      | 2008年建 |                                4室1厅 | 135.67平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-b4214467-7eb1-435d-bfe1-6407f2857c31.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,三号线南联运河蓝湾 满五年唯一精装修三居室 全南向,360万,高楼层                                    (共17层)                                                                      | 2014年建 |                                3室2厅 | 79.4平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-f5296d44-c257-438a-b06e-fc8f61e34920.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,通透双阳台格局 小洋楼大四房 大社区采光充足必看好房,450万,中楼层                                    (共6层)                                                                      | 2006年建 |                                4室1厅 | 109.7平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_G7a6bH0kE_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,地铁口华润万家配套 精装4房满5出售  看花园视野必看好房,535万,中楼层                                    (共31层)                                                                      | 2014年建 |                                4室2厅 | 89.95平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_SZVhf1OhB_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,龙岗区,龙岗双龙,89平的两卫地铁口物业满五唯一税费必看好房,450万,低楼层                                    (共33层)                                                                      | 2016年建 |                                4室2厅 | 89.45平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/pc1_qpG6vJF1X_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
